,lr,seed,model,split,device,epochs,min_lr,dataset,emb_dim,pooling,drop_out,max_time,tracking,drop_feat,batch_size,k_wl_turbo,num_layers,config_file,cross_val_id,do_drop_feat,lr_scheduler,node_encoder,use_tracking,virtual_node,cross_val_run,k_wl_set_based,num_mlp_layers,transform_k_wl,add_node_degree,sequential_k_wl,cross_validation,use_node_encoder,use_virtual_node,add_num_triangles,k_wl_pool_function,lr_schedule_patience,connected_k_wl_last_k,k_wl_compute_attributes,k_wl_separate_embedding,lr_scheduler_decay_rate,lr_scheduler_decay_steps,k_wl_turbo_max_group_size,filter_data_max_graph_size,Train/BatchLoss,Val/rocauc (ogb),Test/rocauc (ogb),_step,_runtime,Test/Loss,LearningRate,Epoch,Val/Loss,Train/Loss,_timestamp,Final/Train/Loss,Final/Test/rocauc (ogb),BestTest/Val/rocauc (ogb),_wandb,Final/Val/Loss,Final/Test/Loss,BestTest/Val/Loss,BestTest/Test/Loss,Final/Val/rocauc (ogb),BestTest/Test/rocauc (ogb),Val/accuracy,Final/Val/accuracy,Final/Test/accuracy,BestTest/Test/accuracy,Test/accuracy,BestTest/Val/accuracy
557,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,sum,0.0,12,1,0,8,0,6,,80e6472a-71b1-4c60-a835-f4bdee217f66,False,ReduceLROnPlateau,1,True,0,0,1,1,2,1,1,2,True,False,0,mode,10000,1,0,0,0.5,50,-1,70,0.16184157133102417,0.7584117296359341,0.7375620711160878,78200.0,906.6098837852478,0.28720634632433456,0.0001,100.0,0.2720146202101782,0.15918936676864096,1707710654.7520137,0.17470312378739591,0.7169416864177857,0.767213968905044,{'runtime': 905},0.25958156793459225,0.2880333287951847,0.26805166738777,0.26805166738777,0.7707160102004876,0.7500961141708906,,,,,,
558,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,sum,0.5,12,1,0,4,0,6,,e4f0e150-f256-4784-946e-ed90adb1b5b1,False,ReduceLROnPlateau,1,True,0,1,1,1,3,1,1,2,True,False,0,mode,10000,0,0,0,0.5,50,-1,70,0.461411565542221,0.794956914038956,0.7402291526403831,156200.0,2276.59161567688,0.2906721638282761,0.0001,100.0,0.2676769817578963,0.18578077281220376,1707709736.5254438,0.18578077281220376,0.7402291526403831,0.7898684587817524,{'runtime': 2276},0.2676769817578963,0.2906721638282761,0.26748822528951055,0.26748822528951055,0.794956914038956,0.7443599231412006,,,,,,
559,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,sum,0.5,12,1,0,4,0,6,,e4f0e150-f256-4784-946e-ed90adb1b5b1,False,ReduceLROnPlateau,1,True,0,0,1,1,3,1,1,2,True,False,0,mode,10000,0,0,0,0.5,50,-1,70,0.5252134203910828,0.790981696102484,0.741125227727122,156200.0,2278.0623326301575,0.29572755165281706,0.0001,100.0,0.27260741659098253,0.18539091001853503,1707707453.6783926,0.18619892455265044,0.7398795324701509,0.7885114476995777,{'runtime': 2277},0.27541498236851003,0.3007285023826019,0.2665165472393988,0.2665165472393988,0.7935794403202453,0.7466853192091599,,,,,,
560,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,mean,0.5,12,1,0,20,1,3,,c50aefeb-4ad0-450d-a632-15f52f06e4bb,False,ReduceLROnPlateau,1,True,0,1,1,1,1,1,1,2,True,False,0,mode,10000,0,0,0,0.5,50,-1,70,0.3913930356502533,0.7772510938710343,0.7404095955851601,31400.0,377.2001066207886,0.26284901215694845,0.0001,100.0,0.25148183729707346,0.18152648626382975,1707705167.7869406,0.18264527436141703,0.7371880665807561,0.7760789156776179,{'runtime': 372},0.25084811999872036,0.2611561306985095,0.2563508057872609,0.2563508057872609,0.7791035228174342,0.7444396675312314,,,,,,
561,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,mean,0.5,12,1,0,20,1,3,,c50aefeb-4ad0-450d-a632-15f52f06e4bb,False,ReduceLROnPlateau,1,True,0,0,1,1,1,1,1,2,True,False,0,mode,10000,0,0,0,0.5,50,-1,70,0.391490638256073,0.7791211241135044,0.7380726355873208,31400.0,365.0149097442627,0.2632712584454566,0.0001,100.0,0.2511171248636357,0.18147512187525383,1707704784.7758636,0.18265073011888597,0.7345341243550386,0.7730184109970998,{'runtime': 364},0.25080055591738487,0.2622339007987951,0.2563237978288017,0.2563237978288017,0.7805690734354179,0.7417870145612081,,,,,,
562,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,sum,0.5,12,1,0,4,0,4,,d51a7e68-9bd1-49ff-ab49-8c8485219e15,False,ReduceLROnPlateau,1,True,0,1,1,1,2,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.1944821923971176,0.7292638607546694,0.70533252174984,156200.0,1562.8508501052856,0.2787909162774061,0.001,100.0,0.27095012174467475,0.2104015151699435,1707704413.721446,0.21819177204047743,0.6941840453904858,0.7324609508230466,{'runtime': 1561},0.27622784354304836,0.2854363352331954,0.27242919019919887,0.27242919019919887,0.7386765089931369,0.7060549310603804,,,,,,
563,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,sum,0.5,12,1,0,4,0,4,,d51a7e68-9bd1-49ff-ab49-8c8485219e15,False,ReduceLROnPlateau,1,True,0,0,1,1,2,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.1503581404685974,0.7481895902477942,0.7068824967638995,156200.0,1553.96950173378,0.28034463674218085,0.001,100.0,0.2705634193043146,0.21205362102248965,1707702844.4219208,0.21445062600770887,0.6981594606780656,0.7393193111010873,{'runtime': 1552},0.2689139810517604,0.28108096997796866,0.27403858476034554,0.27403858476034554,0.750401195662805,0.7107192518434173,,,,,,
564,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,mean,0.0,12,1,0,20,1,4,,d5e627b8-d0af-41c7-9bd9-72076fbbdf7b,False,ReduceLROnPlateau,1,True,0,1,1,1,1,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.07857275009155273,0.7475348549077472,0.7113657149568859,31400.0,434.1260347366333,0.27121104137040675,0.0001,100.0,0.2615337098348311,0.19112074834457848,1707701281.9695327,0.19489625350323597,0.7118323268825416,0.7492414432393035,{'runtime': 432},0.2590069401086382,0.26974341824340325,0.2622677253416695,0.2622677253416695,0.7528032046868454,0.7151724809534269,,,,,,
565,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,mean,0.0,12,1,0,20,1,4,,d5e627b8-d0af-41c7-9bd9-72076fbbdf7b,False,ReduceLROnPlateau,1,True,0,0,1,1,1,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.08324363827705383,0.7467377732792727,0.7118564914702645,31400.0,440.1384975910187,0.27071471194115776,0.0001,100.0,0.26127908169140923,0.1910674937047931,1707700841.9570546,0.19493914079261265,0.7110990863978824,0.748761542256001,{'runtime': 439},0.2597009367593377,0.26988173338274163,0.2621999776664875,0.2621999776664875,0.7510246842379895,0.7149782148932936,,,,,,
566,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,64,mean,0.0,12,1,0,4,0,9,,2a5ab9f7-4523-4521-a9ce-fdb4ca9a4871,False,ReduceLROnPlateau,1,True,0,1,1,1,2,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.06013161316514015,0.7544394122049939,0.7357691834896692,156200.0,2429.375723361969,0.296374468113451,0.001,100.0,0.29404594864208256,0.15591885290147114,1707700395.0980213,0.16230587030199048,0.7357900754838775,0.7761709312498565,{'runtime': 2428},0.3052421044147587,0.3131903709533314,0.3052421044147587,0.3052421044147587,0.7761709312498565,0.7357900754838775,,,,,,
567,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,64,mean,0.0,12,1,0,4,0,9,,2a5ab9f7-4523-4521-a9ce-fdb4ca9a4871,False,ReduceLROnPlateau,1,True,0,0,1,1,2,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.0453944057226181,0.7347207021422525,0.7532781508256824,156200.0,2414.212336063385,0.28651527760666795,0.001,100.0,0.305537249197176,0.15158843770933547,1707697960.449109,0.1909546464053781,0.7207198417635327,0.7519153716286385,{'runtime': 2413},0.3308951458017959,0.3390828444971703,0.31465471865447425,0.31465471865447425,0.7585224339193769,0.7575185967804147,,,,,,
568,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,sum,0.0,12,1,0,8,1,9,,3470e975-14be-495b-bad5-a10a38d42403,False,ReduceLROnPlateau,1,True,0,1,1,1,3,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.31182533502578735,0.7534529513340007,0.7191398510320188,78200.0,1599.3941049575806,0.2842824091203511,0.001,100.0,0.25794529407037525,0.177323534922392,1707695540.548735,0.1787115717470856,0.7274031661492137,0.7522737256156646,{'runtime': 1598},0.26276317412751193,0.2804128148903449,0.26170387719159927,0.26170387719159927,0.7541937173027309,0.7313772440520546,,,,,,
569,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,sum,0.0,12,1,0,8,1,9,,3470e975-14be-495b-bad5-a10a38d42403,False,ReduceLROnPlateau,1,True,0,0,1,1,3,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.26616764068603516,0.7462952644800485,0.7311988829563001,78200.0,1582.7339804172516,0.27970728821431595,0.001,100.0,0.27266097272687073,0.17621908315631374,1707693934.9547274,0.18181358560208363,0.742783287549397,0.7471871035451733,{'runtime': 1581},0.26940289222853964,0.28135416788669926,0.27808843756966706,0.27808843756966706,0.7639968584519269,0.7446449634893092,,,,,,
570,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,sum,0.5,12,1,0,16,1,9,,5d975143-1f21-43ee-a388-cfb66940e103,False,ReduceLROnPlateau,1,True,0,1,1,1,1,1,1,2,True,False,0,mode,10000,1,0,0,0.5,50,-1,70,0.08433198928833008,0.7483892574205905,0.6992003116906494,39200.0,674.3419795036316,0.28734735989322263,0.001,100.0,0.27693859739990084,0.20383281447649845,1707692345.7306836,0.2087191623426408,0.6955161781052874,0.7528285264250753,{'runtime': 673},0.2755792433475706,0.28697730833664536,0.27645956097719115,0.27645956097719115,0.7554671065959782,0.7161446181795172,,,,,,
571,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,sum,0.5,12,1,0,16,1,9,,5d975143-1f21-43ee-a388-cfb66940e103,False,ReduceLROnPlateau,1,True,0,0,1,1,1,1,1,2,True,False,0,mode,10000,1,0,0,0.5,50,-1,70,0.09112830460071564,0.7562102426586591,0.7105900456184165,39200.0,653.9484193325043,0.28014967233563465,0.001,100.0,0.26814999210076884,0.20374945537072273,1707691665.1052814,0.21076856156795004,0.7053876942117391,0.7630757516312211,{'runtime': 652},0.2598852818365536,0.27552833858256537,0.2617482148043222,0.2617482148043222,0.7672229586213644,0.7277532295302397,,,,,,
572,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,64,mean,0.0,12,1,0,20,1,3,,e4df5c0a-2d44-4679-9431-392ea17ab501,False,ReduceLROnPlateau,1,True,0,1,1,1,2,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.02719750627875328,0.7672722441197665,0.7394346876082061,31400.0,384.7041549682617,0.279487549715365,0.0001,100.0,0.27480293520461724,0.13402917552757287,1707691006.283163,0.15276957988185175,0.7319987634410422,0.7738668084674036,{'runtime': 383},0.2568454036800778,0.26773073815274984,0.28117556846791203,0.28117556846791203,0.7774623355244922,0.7428961880567603,,,,,,
573,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,64,mean,0.0,12,1,0,20,1,3,,e4df5c0a-2d44-4679-9431-392ea17ab501,False,ReduceLROnPlateau,1,True,0,0,1,1,2,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.027952898293733597,0.7725400513140648,0.7363016410961012,31400.0,396.4365427494049,0.28037200309336185,0.0001,100.0,0.27385193024473276,0.1341964492191779,1707690615.5317738,0.14621114936615176,0.7399757932478629,0.779564840682157,{'runtime': 395},0.26230160824365034,0.2714429620731001,0.26230160824365034,0.26230160824365034,0.779564840682157,0.7399757932478629,,,,,,
574,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,16,mean,0.5,12,1,0,4,1,6,,bfecc205-f1e8-405c-8f43-d088715e9eee,False,ReduceLROnPlateau,1,True,0,1,1,1,1,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.04514449834823608,0.7419582325655929,0.7230157387795558,156200.0,1971.1645538806915,0.27815893835698563,0.0001,100.0,0.27363775327473144,0.21013835004003564,1707690210.99523,0.2121270344864478,0.716511256321379,0.7392259982906245,{'runtime': 1969},0.27725400179431287,0.28220355611604947,0.27235979422559686,0.27235979422559686,0.746161709436587,0.7295008997189258,,,,,,
575,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,16,mean,0.5,12,1,0,4,1,6,,bfecc205-f1e8-405c-8f43-d088715e9eee,False,ReduceLROnPlateau,1,True,0,0,1,1,1,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.03547648340463638,0.744198603192665,0.7104602266243155,156200.0,1953.267113447189,0.28057023192134994,0.0001,100.0,0.27360223783554577,0.21072390495785456,1707688233.6931484,0.2197536864138612,0.7051687396900389,0.742483034231966,{'runtime': 1952},0.27014445449707575,0.2801959111432855,0.27063217138733847,0.27063217138733847,0.7502479328668814,0.7232206498489661,,,,,,
576,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,mean,0.0,12,1,0,16,1,6,,2f347564-a134-4e84-b3d7-d34348cda7ab,False,ReduceLROnPlateau,1,True,0,1,1,1,3,1,1,2,True,False,0,mode,10000,1,0,0,0.5,50,-1,70,0.6887954473495483,0.774648182378971,0.7294953852519931,39200.0,630.3114016056061,0.3184442364921172,0.001,100.0,0.2940294233461221,0.12218389356224171,1707686274.4226177,0.12767854660453418,0.739136493793055,0.7711225127919209,{'runtime': 629},0.2953510219098374,0.31686335677901906,0.2697389701480377,0.2697389701480377,0.7862017288630739,0.7642741695698486,,,,,,
577,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,mean,0.0,12,1,0,16,1,6,,2f347564-a134-4e84-b3d7-d34348cda7ab,False,ReduceLROnPlateau,1,True,0,0,1,1,3,1,1,2,True,False,0,mode,10000,1,0,0,0.5,50,-1,70,0.6537814736366272,0.7525581138156033,0.7439240064112798,39200.0,655.4130282402039,0.32408017727235955,0.001,100.0,0.3251788205480452,0.12111696974278566,1707685637.5894282,0.1549833035266617,0.7381883788968525,0.7556581075939431,{'runtime': 654},0.2564174724228187,0.2778381205474337,0.3093975707888603,0.3093975707888603,0.7799388546237984,0.7635992462938704,,,,,,
578,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,64,mean,0.0,12,1,0,16,1,3,,40c88a62-044a-441b-a0b5-c40a000ce592,False,ReduceLROnPlateau,1,True,0,1,1,1,3,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.16509641706943512,0.7708881087479603,0.7251026507636816,39200.0,666.0468571186066,0.3248082857268552,0.001,100.0,0.30013991226520675,0.12850364019037325,1707684975.696001,0.1395165273792581,0.7468431688890268,0.7668215119836788,{'runtime': 664},0.2727206220123168,0.2864312695649763,0.2571189419092217,0.2571189419092217,0.784982596509857,0.7520852824161454,,,,,,
579,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,64,mean,0.0,12,1,0,16,1,3,,40c88a62-044a-441b-a0b5-c40a000ce592,False,ReduceLROnPlateau,1,True,0,0,1,1,3,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.14411157369613647,0.7706363261558069,0.7342004342488574,39200.0,652.7229793071747,0.3136327743219833,0.001,100.0,0.29719814202046424,0.129128719065595,1707684304.3332765,0.1351147445777562,0.7437014535256122,0.7790602518351778,{'runtime': 651},0.2781224197692367,0.2969978326000273,0.27231034858758657,0.27231034858758657,0.7843034885335909,0.7503155974504505,,,,,,
580,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,sum,0.0,12,1,0,16,0,4,,68d31f88-c4e4-4408-8743-41546ab7d2a9,False,ReduceLROnPlateau,1,True,0,1,1,1,2,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.052989110350608826,0.7425222315772145,0.7240951889640832,39200.0,488.43209862709045,0.28143067052587867,0.0001,100.0,0.26929512012619455,0.14970071918400615,1707683646.0782576,0.15083947198125883,0.7469350164811783,0.7542621178173755,{'runtime': 487},0.2611713128118509,0.27336399427925545,0.2666380377595063,0.2666380377595063,0.7707292081677714,0.7524482892829253,,,,,,
581,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,sum,0.0,12,1,0,16,0,4,,68d31f88-c4e4-4408-8743-41546ab7d2a9,False,ReduceLROnPlateau,1,True,0,0,1,1,2,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.05759323760867119,0.7353853028479933,0.7204216545659645,39200.0,498.37582445144653,0.2912166758129994,0.0001,100.0,0.27271876113076154,0.1493308247126417,1707683151.6198823,0.15188688078930423,0.7342460503412632,0.7629419726570675,{'runtime': 497},0.2630629248520898,0.27831548312678933,0.26549350278000267,0.26549350278000267,0.770053090676797,0.7480934375995137,,,,,,
582,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,sum,0.0,12,1,0,16,1,4,,a027cd0c-a6d1-48a5-9e7b-7f90a4a82d98,False,ReduceLROnPlateau,1,True,0,1,1,1,3,1,1,2,True,False,0,mode,10000,0,0,0,0.5,50,-1,70,0.06622038781642914,0.7561861925723624,0.7482735189195334,39200.0,593.4796342849731,0.2712115572455029,0.001,100.0,0.26444920092511887,0.1732125766372421,1707682644.5535862,0.18157723383456997,0.7435545301423976,0.7587850457449193,{'runtime': 592},0.2521061825381179,0.2645029230043292,0.2617504528292422,0.2617504528292422,0.7672623663152037,0.7491600072117212,,,,,,
583,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,sum,0.0,12,1,0,16,1,4,,a027cd0c-a6d1-48a5-9e7b-7f90a4a82d98,False,ReduceLROnPlateau,1,True,0,0,1,1,3,1,1,2,True,False,0,mode,10000,0,0,0,0.5,50,-1,70,0.06244613230228424,0.7646181293130733,0.733809013341696,39200.0,586.2106928825378,0.27208074058095616,0.001,100.0,0.26032772193507,0.1732660512374556,1707682045.5388088,0.17502604479979375,0.7297846520885752,0.7500240980732675,{'runtime': 585},0.2625979332086641,0.2762146759778261,0.26664109170514166,0.26664109170514166,0.7686964571472025,0.7418137947692004,,,,,,
584,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,sum,0.0,12,1,0,20,1,9,,f5413a15-65dd-41ce-b3d1-6e0e45dee6f3,False,ReduceLROnPlateau,1,True,0,1,1,1,3,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.3691462576389313,0.7767171922814252,0.7345745988104212,31400.0,819.0526487827301,0.2739513759346058,0.001,100.0,0.2553299716861022,0.1704211207020172,1707681453.5329628,0.1704211207020172,0.7345745988104212,0.7730380538188286,{'runtime': 817},0.2553299716861022,0.2739513759346058,0.26248154579510796,0.26248154579510796,0.7767171922814252,0.7451255730811389,,,,,,
585,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,8,sum,0.0,12,1,0,20,1,9,,f5413a15-65dd-41ce-b3d1-6e0e45dee6f3,False,ReduceLROnPlateau,1,True,0,0,1,1,3,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.43894821405410767,0.7639863094522239,0.735858023963547,31400.0,820.94588804245,0.28942483516099554,0.001,100.0,0.2598363060972879,0.1697718003351159,1707680601.834635,0.16742712204863497,0.7506477329837282,0.7628678681082727,{'runtime': 820},0.26202712208998963,0.2785608567064628,0.2561770821746376,0.2561770821746376,0.787025843992437,0.7532746894451999,,,,,,
586,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,64,mean,0.0,12,1,0,4,1,6,,5aea7010-32ec-4cd5-bf87-ea0c07ffc1dc,False,ReduceLROnPlateau,1,True,0,1,1,1,3,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.07248727977275848,0.6487938845290478,0.6271431755246121,156200.0,2349.054225206375,0.41961223062632297,0.001,100.0,0.41652702092254673,0.12643200307708496,1707675573.001264,0.15064790399040273,0.7198962694488379,0.7573918170648035,{'runtime': 2347},0.30435409914851963,0.32028315210482106,0.2681431734279745,0.2681431734279745,0.7574314518338277,0.7220910582797946,,,,,,
587,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,64,mean,0.0,12,1,0,4,1,6,,5aea7010-32ec-4cd5-bf87-ea0c07ffc1dc,False,ReduceLROnPlateau,1,True,0,0,1,1,3,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.0641312450170517,0.756002378792744,0.7280983449946484,156200.0,2347.9834780693054,0.34332417490077205,0.001,100.0,0.3191230049509019,0.1288654491859191,1707673218.8164,0.13780592970707617,0.7257738111459829,0.7602846800263684,{'runtime': 2347},0.31944074577394627,0.34704505023061455,0.28450155557748097,0.28450155557748097,0.7732276176489127,0.7432982430224929,,,,,,
588,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,16,sum,0.5,12,1,0,8,1,6,,43cd87bb-7b65-43e6-876b-4416f69defc4,False,ReduceLROnPlateau,1,True,0,1,1,1,2,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.5144556164741516,0.7314944015679702,0.6963615139238328,78200.0,1064.8141124248505,0.2967689565848559,0.001,100.0,0.28489367686086436,0.1925583090281036,1707670862.5039997,0.19423750082782276,0.7240694758417319,0.7458861329711325,{'runtime': 1063},0.2779867587908233,0.28964901676711935,0.26762063393487695,0.26762063393487695,0.7592956284558201,0.7377397531981584,,,,,,
589,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,16,sum,0.5,12,1,0,8,1,6,,43cd87bb-7b65-43e6-876b-4416f69defc4,False,ReduceLROnPlateau,1,True,0,0,1,1,2,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.6531932353973389,0.7533224223473303,0.7351996495478876,78200.0,1062.552500963211,0.2839212248412271,0.001,100.0,0.2744498059018267,0.1921257990096403,1707669791.987126,0.1921257990096403,0.7351996495478876,0.7533224223473303,{'runtime': 1061},0.2744498059018267,0.2839212248412271,0.2744498059018267,0.2744498059018267,0.7533224223473303,0.7351996495478876,,,,,,
590,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,mean,0.5,12,1,0,4,1,3,,374655ee-f742-41bf-8d90-b2adccd4c857,False,ReduceLROnPlateau,1,True,0,1,1,1,2,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.1391051709651947,0.7702846002044588,0.7282043609421084,156200.0,1385.2912859916687,0.2714535728737246,0.0001,100.0,0.26062804963029,0.19524862514125427,1707668723.697877,0.1949138486258344,0.7316711510678561,0.768344380535687,{'runtime': 1383},0.25898311465939966,0.270543121053682,0.26235834310065603,0.26235834310065603,0.7745104850968906,0.7369942287300386,,,,,,
591,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,32,mean,0.5,12,1,0,4,1,3,,374655ee-f742-41bf-8d90-b2adccd4c857,False,ReduceLROnPlateau,1,True,0,0,1,1,2,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.1367596685886383,0.7627908339863576,0.7299423548961292,156200.0,1374.5754539966583,0.27074116334551945,0.0001,100.0,0.2638859841223666,0.19501189937894445,1707667332.977863,0.2021197212017889,0.7373827232173967,0.7697855742508105,{'runtime': 1373},0.276906535589896,0.2861054855166003,0.2648087602432445,0.2648087602432445,0.7737462182173483,0.739200626757952,,,,,,
592,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,16,mean,0.0,12,1,0,16,1,6,,0d9799a1-a503-4479-bad4-6156ebf47709,False,ReduceLROnPlateau,1,True,0,1,1,1,1,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.01415262557566166,0.7721418723155953,0.7397973298380617,39200.0,580.4279334545135,0.2745947812994321,0.001,100.0,0.2634735214735361,0.15083540001873957,1707665952.3042204,0.16461541395048346,0.7450712444920592,0.7662350683586973,{'runtime': 578},0.2526599299428373,0.2641355339437723,0.26351609916925123,0.26351609916925123,0.7825718292008754,0.7584868920822455,,,,,,
593,0.001,42,GIN,0,0,100,1e-05,ogbg-moltox21,16,mean,0.0,12,1,0,16,1,6,,0d9799a1-a503-4479-bad4-6156ebf47709,False,ReduceLROnPlateau,1,True,0,0,1,1,1,1,1,2,True,False,0,mode,10000,1,1,0,0.5,50,-1,70,0.01964181289076805,0.7631285423946276,0.7261689365612741,39200.0,581.8403480052948,0.3104429490243395,0.001,100.0,0.28987899175259235,0.14942201594704238,1707665366.100582,0.1730241218246985,0.7301059748552817,0.7663611139817514,{'runtime': 581},0.25652292142736927,0.28325813232610625,0.2598900662785838,0.2598900662785838,0.7913117495462786,0.741025496660484,,,,,,
594,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,16,sum,0.0,12,1,0,4,0,4,,7ff4cf0d-0697-4ddb-b9ac-e87a6f7f8495,False,ReduceLROnPlateau,1,True,0,1,1,1,0,1,1,2,True,False,0,mode,10000,0,0,0,0.5,50,-1,70,0.2957359850406647,0.7337787627150193,0.724365155171892,156200.0,1226.6988739967346,0.346355962518525,0.0001,100.0,0.35721765031455865,0.1967377884564721,1707664777.961975,0.1982411429541438,0.7274905615363244,0.7413948407467158,{'runtime': 1225},0.3480776531860986,0.35218284764171887,0.3580386413964316,0.3580386413964316,0.7419870402020053,0.7292171658653221,,,,,,
595,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,16,sum,0.0,12,1,0,4,0,4,,7ff4cf0d-0697-4ddb-b9ac-e87a6f7f8495,False,ReduceLROnPlateau,1,True,0,0,1,1,0,1,1,2,True,False,0,mode,10000,0,0,0,0.5,50,-1,70,0.19202648103237152,0.7325478110231017,0.7141129426962736,156200.0,1224.6979718208313,0.3401421009233066,0.0001,100.0,0.33479700218668706,0.19857820038090185,1707663543.8643718,0.2016352426842003,0.7136942684943715,0.7293750620871987,{'runtime': 1223},0.32583323355894606,0.3333933123697837,0.31590270262631925,0.31590270262631925,0.7403903810070197,0.7268059319589941,,,,,,
596,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,64,sum,0.5,12,1,0,8,1,6,,8da2e884-f964-4e48-8b3f-42c07417bf98,False,ReduceLROnPlateau,1,True,0,1,1,1,3,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.13227030634880066,0.7805616121938151,0.7479003220391954,78200.0,1337.8758902549744,0.2875046002833794,0.0001,100.0,0.26549560362630165,0.16855785571031562,1707662308.3048282,0.1680433032261336,0.7345809777733865,0.7718969230552389,{'runtime': 1336},0.2678823752519608,0.29931174296264845,0.26485298824256187,0.26485298824256187,0.7815009927575289,0.751016127303775,,,,,,
597,0.0001,42,GIN,0,0,100,1e-05,ogbg-moltox21,64,sum,0.5,12,1,0,8,1,6,,8da2e884-f964-4e48-8b3f-42c07417bf98,False,ReduceLROnPlateau,1,True,0,0,1,1,3,1,1,2,True,False,0,mode,10000,0,1,0,0.5,50,-1,70,0.16289591789245603,0.7749617290765661,0.7416040779436006,78200.0,1317.8936693668363,0.28720380653006333,0.0001,100.0,0.2709678450814326,0.1679766204056546,1707660964.8383174,0.16840936677057136,0.7352345093010565,0.7669230033021536,{'runtime': 1317},0.26731914525366013,0.2925240211188793,0.263093665449961,0.263093665449961,0.7793441367497981,0.7511633148530871,,,,,,
