"Name","best_test_acc","best_val_acc","architecture","State","Notes","User","Tags","Created","Runtime","Sweep","cross_split_i","cross_valid_id","dataset","random_seed_set","best_val_loss","epoch","test_acc (Max)","val_acc (Max)","val_loss (Min)"
"deft-dust-908","0.8181818181818182","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T23:18:02.000Z","516","","9","db928939-d863-4ba4-ac62-2f2e483bb8e7","IMDB-BINARY","true","0.52714125493939","100","0.8484848484848485","0.7415730337078652","0.52714125493939"
"rosy-plant-907","0.6464646464646465","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T23:09:19.000Z","520","","8","db928939-d863-4ba4-ac62-2f2e483bb8e7","IMDB-BINARY","true","0.5091663907083233","100","0.7272727272727273","0.7752808988764045","0.5091663907083233"
"polar-salad-906","0.7474747474747475","0.7640449438202247","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T23:00:28.000Z","528","","7","db928939-d863-4ba4-ac62-2f2e483bb8e7","IMDB-BINARY","true","0.498267144299625","100","0.7676767676767676","0.7752808988764045","0.498267144299625"
"denim-cosmos-905","0.7272727272727273","0.797752808988764","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T22:51:38.000Z","528","","6","db928939-d863-4ba4-ac62-2f2e483bb8e7","IMDB-BINARY","true","0.4825894270050391","100","0.7575757575757576","0.8426966292134831","0.4825894270050391"
"laced-shadow-904","0.7676767676767676","0.6292134831460674","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T22:42:51.000Z","524","","5","db928939-d863-4ba4-ac62-2f2e483bb8e7","IMDB-BINARY","true","0.5290919073512045","100","0.8080808080808081","0.7191011235955056","0.5290919073512045"
"rural-fire-903","0.6464646464646465","0.7078651685393258","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T22:34:09.000Z","520","","4","db928939-d863-4ba4-ac62-2f2e483bb8e7","IMDB-BINARY","true","0.5156349546453926","100","0.7070707070707071","0.797752808988764","0.5156349546453926"
"bumbling-frog-902","0.7474747474747475","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T22:25:26.000Z","520","","3","db928939-d863-4ba4-ac62-2f2e483bb8e7","IMDB-BINARY","true","0.5148416797766525","100","0.7878787878787878","0.7415730337078652","0.5148416797766525"
"lunar-sponge-901","0.6868686868686869","0.6966292134831461","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T22:16:41.000Z","522","","2","db928939-d863-4ba4-ac62-2f2e483bb8e7","IMDB-BINARY","true","0.47422825620415504","100","0.7171717171717171","0.7303370786516854","0.47422825620415504"
"dazzling-capybara-900","0.6363636363636364","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T22:07:46.000Z","533","","1","db928939-d863-4ba4-ac62-2f2e483bb8e7","IMDB-BINARY","true","0.5043098149674662","100","0.6868686868686869","0.7528089887640449","0.5043098149674662"
"peachy-sky-899","0.7878787878787878","0.6404494382022472","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T21:59:02.000Z","522","","0","db928939-d863-4ba4-ac62-2f2e483bb8e7","IMDB-BINARY","true","0.6032000016630366","100","0.8282828282828283","0.6629213483146067","0.6032000016630366"
"fluent-glade-897","0.8282828282828283","0.6966292134831461","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T21:49:30.000Z","541","","9","eb65c1d5-5994-42fb-a599-867ba636d549","IMDB-BINARY","true","0.5297808861464597","100","0.8282828282828283","0.7415730337078652","0.5297808861464597"
"fast-wind-896","0.6464646464646465","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T21:40:12.000Z","555","","8","eb65c1d5-5994-42fb-a599-867ba636d549","IMDB-BINARY","true","0.509166406781486","100","0.7272727272727273","0.7752808988764045","0.509166406781486"
"honest-puddle-895","0.7171717171717171","0.797752808988764","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T21:30:52.000Z","558","","7","eb65c1d5-5994-42fb-a599-867ba636d549","IMDB-BINARY","true","0.4898890618527873","100","0.7676767676767676","0.797752808988764","0.4898890618527873"
"earnest-blaze-894","0.7272727272727273","0.797752808988764","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T21:21:33.000Z","556","","6","eb65c1d5-5994-42fb-a599-867ba636d549","IMDB-BINARY","true","0.4825894377204809","100","0.7575757575757576","0.8426966292134831","0.4825894377204809"
"vocal-plant-893","0.7777777777777778","0.6179775280898876","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T21:12:16.000Z","554","","5","eb65c1d5-5994-42fb-a599-867ba636d549","IMDB-BINARY","true","0.5238354715068688","100","0.8080808080808081","0.6853932584269663","0.5238354715068688"
"worthy-durian-892","0.6464646464646465","0.7078651685393258","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T21:03:31.000Z","523","","4","eb65c1d5-5994-42fb-a599-867ba636d549","IMDB-BINARY","true","0.525664929593547","100","0.696969696969697","0.7752808988764045","0.525664929593547"
"chocolate-sound-891","0.7474747474747475","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T20:54:47.000Z","522","","3","eb65c1d5-5994-42fb-a599-867ba636d549","IMDB-BINARY","true","0.514841744069303","100","0.7878787878787878","0.7415730337078652","0.514841744069303"
"ancient-dragon-890","0.6666666666666666","0.6966292134831461","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T20:46:00.000Z","524","","2","eb65c1d5-5994-42fb-a599-867ba636d549","IMDB-BINARY","true","0.4682870259445705","100","0.7171717171717171","0.7078651685393258","0.4682870259445705"
"winter-pond-889","0.6363636363636364","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T20:37:05.000Z","532","","1","eb65c1d5-5994-42fb-a599-867ba636d549","IMDB-BINARY","true","0.5043098149674662","100","0.6868686868686869","0.7528089887640449","0.5043098149674662"
"tough-fire-888","0.7878787878787878","0.6404494382022472","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T20:28:22.000Z","520","","0","eb65c1d5-5994-42fb-a599-867ba636d549","IMDB-BINARY","true","0.5855954095218958","100","0.8282828282828283","0.6853932584269663","0.5855954095218958"
"twilight-galaxy-887","0.8181818181818182","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T20:19:43.000Z","516","","9","3820389d-ebf7-4f2a-a387-70aa3eb0b825","IMDB-BINARY","true","0.52714125493939","100","0.8484848484848485","0.7415730337078652","0.52714125493939"
"expert-yogurt-886","0.6767676767676768","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T20:11:00.000Z","520","","8","3820389d-ebf7-4f2a-a387-70aa3eb0b825","IMDB-BINARY","true","0.5036434055714125","100","0.7272727272727273","0.7528089887640449","0.5036434055714125"
"colorful-gorge-885","0.7474747474747475","0.7640449438202247","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T20:02:12.000Z","526","","7","3820389d-ebf7-4f2a-a387-70aa3eb0b825","IMDB-BINARY","true","0.4982671335841832","100","0.7676767676767676","0.7752808988764045","0.4982671335841832"
"fancy-snow-884","0.7474747474747475","0.8202247191011236","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T19:53:27.000Z","522","","6","3820389d-ebf7-4f2a-a387-70aa3eb0b825","IMDB-BINARY","true","0.4668527881750899","100","0.7777777777777778","0.8426966292134831","0.4668527881750899"
"vibrant-sun-883","0.7474747474747475","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T19:44:38.000Z","526","","5","3820389d-ebf7-4f2a-a387-70aa3eb0b825","IMDB-BINARY","true","0.5204208352592554","100","0.797979797979798","0.6966292134831461","0.5204208352592554"
"brisk-wind-882","0.6464646464646465","0.7078651685393258","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T19:35:55.000Z","520","","4","3820389d-ebf7-4f2a-a387-70aa3eb0b825","IMDB-BINARY","true","0.5256649403089888","100","0.696969696969697","0.7752808988764045","0.5256649403089888"
"ethereal-blaze-881","0.7474747474747475","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T19:27:11.000Z","522","","3","3820389d-ebf7-4f2a-a387-70aa3eb0b825","IMDB-BINARY","true","0.5148417815733491","100","0.7878787878787878","0.7415730337078652","0.5148417815733491"
"unique-planet-880","0.6666666666666666","0.6966292134831461","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T19:18:24.000Z","524","","2","3820389d-ebf7-4f2a-a387-70aa3eb0b825","IMDB-BINARY","true","0.4682870741640584","100","0.7171717171717171","0.7078651685393258","0.4682870741640584"
"worldly-sponge-879","0.6363636363636364","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T19:09:25.000Z","536","","1","3820389d-ebf7-4f2a-a387-70aa3eb0b825","IMDB-BINARY","true","0.5043097988943036","100","0.6868686868686869","0.7528089887640449","0.5043097988943036"
"jumping-sea-878","0.7878787878787878","0.6404494382022472","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T18:59:56.000Z","566","","0","3820389d-ebf7-4f2a-a387-70aa3eb0b825","IMDB-BINARY","true","0.603199980232153","100","0.8282828282828283","0.6629213483146067","0.603199980232153"
"devout-dragon-877","0.8181818181818182","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T18:50:53.000Z","540","","9","fb74d470-038f-4b3a-9b37-a7dae7398228","IMDB-BINARY","true","0.52714125493939","100","0.8484848484848485","0.7415730337078652","0.52714125493939"
"firm-lake-876","0.6464646464646465","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T18:41:37.000Z","554","","8","fb74d470-038f-4b3a-9b37-a7dae7398228","IMDB-BINARY","true","0.5091663746351607","100","0.7272727272727273","0.7752808988764045","0.5091663746351607"
"brisk-rain-875","0.7070707070707071","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T18:32:14.000Z","560","","7","fb74d470-038f-4b3a-9b37-a7dae7398228","IMDB-BINARY","true","0.4869023762392194","100","0.7575757575757576","0.797752808988764","0.4869023762392194"
"fiery-bee-874","0.7878787878787878","0.8314606741573034","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T18:22:55.000Z","556","","6","fb74d470-038f-4b3a-9b37-a7dae7398228","IMDB-BINARY","true","0.4680802688170015","100","0.7878787878787878","0.8314606741573034","0.4680802688170015"
"lunar-valley-873","0.7575757575757576","0.6179775280898876","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T18:13:34.000Z","558","","5","fb74d470-038f-4b3a-9b37-a7dae7398228","IMDB-BINARY","true","0.5046349937996167","100","0.8080808080808081","0.6966292134831461","0.5046349937996167"
"worldly-bee-872","0.6161616161616161","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T18:04:37.000Z","534","","4","fb74d470-038f-4b3a-9b37-a7dae7398228","IMDB-BINARY","true","0.5185693649763472","100","0.6868686868686869","0.7865168539325843","0.5185693649763472"
"electric-cloud-871","0.7777777777777778","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T17:55:54.000Z","520","","3","fb74d470-038f-4b3a-9b37-a7dae7398228","IMDB-BINARY","true","0.5515124074528727","100","0.8080808080808081","0.7528089887640449","0.5515124074528727"
"lilac-galaxy-870","0.6767676767676768","0.7078651685393258","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T17:47:10.000Z","521","","2","fb74d470-038f-4b3a-9b37-a7dae7398228","IMDB-BINARY","true","0.46331864260555655","100","0.7272727272727273","0.7191011235955056","0.46331864260555655"
"dark-river-869","0.6363636363636364","0.6853932584269663","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T17:38:17.000Z","530","","1","fb74d470-038f-4b3a-9b37-a7dae7398228","IMDB-BINARY","true","0.5212554181559702","100","0.6868686868686869","0.7415730337078652","0.5212554181559702"
"wild-elevator-868","0.7878787878787878","0.6404494382022472","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T17:29:36.000Z","518","","0","fb74d470-038f-4b3a-9b37-a7dae7398228","IMDB-BINARY","true","0.6032000016630366","100","0.8282828282828283","0.6629213483146067","0.6032000016630366"
"splendid-fog-867","0.8282828282828283","0.651685393258427","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T17:20:59.000Z","514","","9","9242498f-e231-43ce-8ace-f40a18d488f4","IMDB-BINARY","true","0.531357716978266","100","0.8484848484848485","0.7528089887640449","0.531357716978266"
"visionary-forest-866","0.6464646464646465","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T17:12:18.000Z","518","","8","9242498f-e231-43ce-8ace-f40a18d488f4","IMDB-BINARY","true","0.5091663371311145","100","0.7272727272727273","0.7752808988764045","0.5091663371311145"
"fanciful-terrain-865","0.7373737373737373","0.7640449438202247","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T17:03:31.000Z","525","","7","9242498f-e231-43ce-8ace-f40a18d488f4","IMDB-BINARY","true","0.5024153543322274","100","0.7878787878787878","0.7640449438202247","0.5024153543322274"
"distinctive-donkey-864","0.7474747474747475","0.8202247191011236","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T16:54:48.000Z","521","","6","9242498f-e231-43ce-8ace-f40a18d488f4","IMDB-BINARY","true","0.4668527667442065","100","0.7777777777777778","0.8426966292134831","0.4668527667442065"
"valiant-aardvark-863","0.7676767676767676","0.6292134831460674","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T16:46:01.000Z","525","","5","9242498f-e231-43ce-8ace-f40a18d488f4","IMDB-BINARY","true","0.5290918912780419","100","0.8080808080808081","0.7191011235955056","0.5290918912780419"
"earthy-moon-862","0.6363636363636364","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T16:37:17.000Z","521","","4","9242498f-e231-43ce-8ace-f40a18d488f4","IMDB-BINARY","true","0.523451676529445","100","0.696969696969697","0.7528089887640449","0.523451676529445"
"icy-river-861","0.7777777777777778","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T16:28:31.000Z","524","","3","9242498f-e231-43ce-8ace-f40a18d488f4","IMDB-BINARY","true","0.5515124181683144","100","0.8080808080808081","0.7528089887640449","0.5515124181683144"
"vocal-eon-860","0.6767676767676768","0.7191011235955056","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T16:19:46.000Z","522","","2","9242498f-e231-43ce-8ace-f40a18d488f4","IMDB-BINARY","true","0.46123063430357514","100","0.7272727272727273","0.7191011235955056","0.46123063430357514"
"divine-tree-859","0.6363636363636364","0.6629213483146067","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T16:10:54.000Z","530","","1","9242498f-e231-43ce-8ace-f40a18d488f4","IMDB-BINARY","true","0.5113230608822255","100","0.6767676767676768","0.7303370786516854","0.5113230608822255"
"fanciful-frost-858","0.7878787878787878","0.6292134831460674","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T16:02:13.000Z","518","","0","9242498f-e231-43ce-8ace-f40a18d488f4","IMDB-BINARY","true","0.5786191318811995","100","0.8282828282828283","0.6853932584269663","0.5786191318811995"
"devout-pyramid-857","0.8080808080808081","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T15:53:32.000Z","519","","9","de293ad6-1ca0-4356-b194-166542a43ad9","IMDB-BINARY","true","0.5173319752296704","100","0.8585858585858586","0.7415730337078652","0.5173319752296704"
"eager-galaxy-856","0.6464646464646465","0.7078651685393258","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T15:44:24.000Z","546","","8","de293ad6-1ca0-4356-b194-166542a43ad9","IMDB-BINARY","true","0.5075955444507385","100","0.7272727272727273","0.7640449438202247","0.5075955444507385"
"iconic-tree-855","0.7070707070707071","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T15:35:15.000Z","546","","7","de293ad6-1ca0-4356-b194-166542a43ad9","IMDB-BINARY","true","0.48690240570668425","100","0.7575757575757576","0.797752808988764","0.48690240570668425"
"rosy-pond-854","0.7272727272727273","0.797752808988764","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T15:26:07.000Z","546","","6","de293ad6-1ca0-4356-b194-166542a43ad9","IMDB-BINARY","true","0.4825894270050391","100","0.7575757575757576","0.8426966292134831","0.4825894270050391"
"generous-spaceship-853","0.7777777777777778","0.6179775280898876","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T15:17:18.000Z","526","","5","de293ad6-1ca0-4356-b194-166542a43ad9","IMDB-BINARY","true","0.523835442039404","100","0.8080808080808081","0.6853932584269663","0.523835442039404"
"usual-wave-852","0.6363636363636364","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T15:08:35.000Z","520","","4","de293ad6-1ca0-4356-b194-166542a43ad9","IMDB-BINARY","true","0.523451676529445","100","0.696969696969697","0.7528089887640449","0.523451676529445"
"clear-snowflake-851","0.7777777777777778","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T14:59:52.000Z","520","","3","de293ad6-1ca0-4356-b194-166542a43ad9","IMDB-BINARY","true","0.5515124074528727","100","0.8080808080808081","0.7528089887640449","0.5515124074528727"
"lively-valley-850","0.6868686868686869","0.6966292134831461","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T14:51:08.000Z","521","","2","de293ad6-1ca0-4356-b194-166542a43ad9","IMDB-BINARY","true","0.47422827763503855","100","0.7171717171717171","0.7303370786516854","0.47422827763503855"
"fast-music-849","0.6363636363636364","0.6629213483146067","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T14:42:15.000Z","530","","1","de293ad6-1ca0-4356-b194-166542a43ad9","IMDB-BINARY","true","0.5113230501667837","100","0.6767676767676768","0.7303370786516854","0.5113230501667837"
"fiery-capybara-848","0.7575757575757576","0.6629213483146067","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T14:33:37.000Z","516","","0","de293ad6-1ca0-4356-b194-166542a43ad9","IMDB-BINARY","true","0.5449868212924914","100","0.8383838383838383","0.6966292134831461","0.5449868212924914"
"curious-galaxy-847","0.8181818181818182","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T14:25:00.000Z","514","","9","604e6184-8c8c-42bd-b320-90e397475649","IMDB-BINARY","true","0.5271412388662274","100","0.8484848484848485","0.7415730337078652","0.5271412388662274"
"noble-sea-846","0.6464646464646465","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T14:16:19.000Z","518","","8","604e6184-8c8c-42bd-b320-90e397475649","IMDB-BINARY","true","0.5091663799928815","100","0.7272727272727273","0.7752808988764045","0.5091663799928815"
"pretty-planet-845","0.7070707070707071","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T14:07:31.000Z","525","","7","604e6184-8c8c-42bd-b320-90e397475649","IMDB-BINARY","true","0.4869023949912425","100","0.7575757575757576","0.797752808988764","0.4869023949912425"
"warm-donkey-844","0.7474747474747475","0.8202247191011236","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T13:58:49.000Z","519","","6","604e6184-8c8c-42bd-b320-90e397475649","IMDB-BINARY","true","0.4684055681978719","100","0.7676767676767676","0.8426966292134831","0.4684055681978719"
"rural-brook-843","0.7676767676767676","0.6292134831460674","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T13:50:04.000Z","522","","5","604e6184-8c8c-42bd-b320-90e397475649","IMDB-BINARY","true","0.5290919046723441","100","0.8080808080808081","0.7191011235955056","0.5290919046723441"
"super-dust-842","0.6464646464646465","0.7078651685393258","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T13:41:22.000Z","519","","4","604e6184-8c8c-42bd-b320-90e397475649","IMDB-BINARY","true","0.525664929593547","100","0.696969696969697","0.7752808988764045","0.525664929593547"
"vivid-deluge-841","0.7474747474747475","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T13:32:40.000Z","520","","3","604e6184-8c8c-42bd-b320-90e397475649","IMDB-BINARY","true","0.5148417655001866","100","0.7878787878787878","0.7415730337078652","0.5148417655001866"
"eager-silence-840","0.6767676767676768","0.7191011235955056","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T13:23:47.000Z","530","","2","604e6184-8c8c-42bd-b320-90e397475649","IMDB-BINARY","true","0.4612305405434598","100","0.7272727272727273","0.7191011235955056","0.4612305405434598"
"clean-frost-839","0.6363636363636364","0.6629213483146067","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T13:14:43.000Z","541","","1","604e6184-8c8c-42bd-b320-90e397475649","IMDB-BINARY","true","0.5113230394513419","100","0.6767676767676768","0.7303370786516854","0.5113230394513419"
"revived-cosmos-838","0.7575757575757576","0.6629213483146067","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T13:05:57.000Z","523","","0","604e6184-8c8c-42bd-b320-90e397475649","IMDB-BINARY","true","0.5449868320079332","100","0.8383838383838383","0.6966292134831461","0.5449868320079332"
"sage-energy-837","0.8181818181818182","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T12:56:57.000Z","538","","9","780445a5-e597-41f0-84d8-e5ce2522554b","IMDB-BINARY","true","0.527141260297111","100","0.8484848484848485","0.7415730337078652","0.527141260297111"
"deep-microwave-836","0.6464646464646465","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T12:48:06.000Z","528","","8","780445a5-e597-41f0-84d8-e5ce2522554b","IMDB-BINARY","true","0.5091663103425101","100","0.7272727272727273","0.7752808988764045","0.5091663103425101"
"usual-salad-835","0.7171717171717171","0.797752808988764","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T12:39:13.000Z","530","","7","780445a5-e597-41f0-84d8-e5ce2522554b","IMDB-BINARY","true","0.4898890377430434","100","0.7676767676767676","0.797752808988764","0.4898890377430434"
"dark-energy-834","0.7474747474747475","0.8202247191011236","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T12:30:24.000Z","526","","6","780445a5-e597-41f0-84d8-e5ce2522554b","IMDB-BINARY","true","0.4684055789133136","100","0.7676767676767676","0.8426966292134831","0.4684055789133136"
"hearty-wind-833","0.7777777777777778","0.6179775280898876","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T12:21:31.000Z","530","","5","780445a5-e597-41f0-84d8-e5ce2522554b","IMDB-BINARY","true","0.5238354098930788","100","0.8080808080808081","0.6853932584269663","0.5238354098930788"
"effortless-blaze-832","0.6161616161616161","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T12:12:36.000Z","533","","4","780445a5-e597-41f0-84d8-e5ce2522554b","IMDB-BINARY","true","0.518569375691789","100","0.6868686868686869","0.7865168539325843","0.518569375691789"
"volcanic-dream-831","0.7777777777777778","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-08T12:03:51.000Z","522","","3","780445a5-e597-41f0-84d8-e5ce2522554b","IMDB-BINARY","true","0.5515124128105935","100","0.8080808080808081","0.7528089887640449","0.5515124128105935"
