"Name","Created","transform_k_wl","filter_data_max_graph_size","sequential_k_wl","connected_k_wl_last_k","k_wl_set_based","Final/Test/accuracy","Final/Val/accuracy","BestTest/Test/accuracy","BestTest/Val/accuracy","State","User","Runtime","batch_size","dataset","device","drop_out","emb_dim","epochs","lr","num_layers","num_mlp_layers","Epoch","Final/Test/Loss","Final/Train/Loss","Final/Val/Loss","Final/Val/rocauc (ogb)","LearningRate","Test/Loss","Test/accuracy","Train/BatchLoss","Train/Loss","Val/Loss","Val/accuracy","Val/rocauc (ogb)","add_num_triangles","lr_schedule_patience","add_node_degree","BestTest/Test/Loss","BestTest/Val/Loss","BestTest/Val/rocauc (ogb)","Test/rocauc (ogb)","Final/Test/rocauc (ogb)","BestTest/Test/rocauc (ogb)","k_wl_turbo","k_wl_separate_embedding","cross_val_id","cross_val_run","cross_validation","k_wl_pool_function"
"silver-smoke-2910","2023-12-09T10:11:28.000Z","3","70","1","0","1","0.7587939698492462","0.7735849056603774","0.7587939698492462","0.7735849056603774","finished","ondrej-brichta","285","16","IMDB-BINARY","0","0","32","100","0.0001","6","1","100","0.4933039444175797","0.4688136987738475","0.4711233954759514","","0.0001","0.5004336766561671","0.7236180904522613","0.9974075555801392","0.46519776010961744","0.4889037901500486","0.7295597484276729","","0","10000","1","0.4711233954759514","0.4711233954759514","","","","","0","0","de19cfa6-3c06-4126-9f92-5533bf0aacc1","1","5","cat"
"worldly-fire-2909","2023-12-09T10:06:39.000Z","3","70","1","0","1","0.7839195979899497","0.7421383647798742","0.8140703517587939","0.7169811320754716","finished","ondrej-brichta","286","16","IMDB-BINARY","0","0","32","100","0.0001","6","1","100","0.4571484471086282","0.4993122886153972","0.5216756080681423","","0.0001","0.4512827221173138","0.7788944723618091","0.8281587958335876","0.4687003754896803","0.5399768974796031","0.6855345911949685","","0","10000","1","0.5169632393609053","0.5169632393609053","","","","","0","0","de19cfa6-3c06-4126-9f92-5533bf0aacc1","0","5","cat"
"stellar-blaze-2908","2023-12-09T09:55:06.000Z","3","70","1","0","1","0.7487437185929648","0.7672955974842768","0.7587939698492462","0.7484276729559748","finished","ondrej-brichta","690","4","IMDB-BINARY","0","0","32","100","0.001","12","1","100","0.5087994067513164","0.5429667769741489","0.5175304742729139","","0.001","1.3507898767389843","0.7035175879396985","0.3485047221183777","0.5042212522328834","0.8522865635419042","0.7421383647798742","","0","10000","1","0.505774661430023","0.505774661430023","","","","","0","0","45287af8-31a9-41d2-9d91-3fe02388a5ad","4","5","cat"
"efficient-wood-2907","2023-12-09T09:43:21.000Z","3","70","1","0","1","0.7135678391959799","0.7547169811320755","0.7185929648241206","0.7232704402515723","finished","ondrej-brichta","702","4","IMDB-BINARY","0","0","32","100","0.001","12","1","100","0.5341173137851696","0.5778662439050346","0.5897142433520383","","0.001","42.89904009636922","0.6834170854271356","0.25672072172164917","0.5127178707092906","67.78754837801621","0.6855345911949685","","0","10000","1","1.055316075963794","1.055316075963794","","","","","0","0","45287af8-31a9-41d2-9d91-3fe02388a5ad","3","5","cat"
"scarlet-jazz-2906","2023-12-09T09:31:49.000Z","3","70","1","0","1","0.7185929648241206","0.7232704402515723","0.7336683417085427","0.7169811320754716","finished","ondrej-brichta","689","4","IMDB-BINARY","0","0","32","100","0.001","12","1","100","0.5910992929384337","0.516377411572537","0.5318310609403646","","0.001","0.6572710495797833","0.7135678391959799","0.4295084774494171","0.4618917768558365","0.5861300608646944","0.7044025157232704","","0","10000","1","0.6126775630989915","0.6126775630989915","","","","","0","0","45287af8-31a9-41d2-9d91-3fe02388a5ad","2","5","cat"
"blooming-salad-2905","2023-12-09T09:20:20.000Z","3","70","1","0","1","0.6733668341708543","0.7861635220125787","0.7487437185929648","0.6981132075471698","finished","ondrej-brichta","686","4","IMDB-BINARY","0","0","32","100","0.001","12","1","100","0.6266444535111663","0.5403909133893195","0.52109132472824","","0.001","0.5610894590017185","0.7085427135678392","0.48998329043388367","0.529512163987354","0.5265489576747583","0.7672955974842768","","0","10000","1","0.550766186144367","0.550766186144367","","","","","0","0","45287af8-31a9-41d2-9d91-3fe02388a5ad","1","5","cat"
"vocal-wind-2904","2023-12-09T09:08:43.000Z","3","70","1","0","1","0.7839195979899497","0.7295597484276729","0.7939698492462312","0.6729559748427673","finished","ondrej-brichta","694","20","IMDB-BINARY","0","0.5","64","100","0.001","10","1","100","0.4733368820281484","0.542286972267127","0.5363525946935018","","0.001","0.48064466427319014","0.7487437185929648","0.4656164348125458","0.5384738660157661","0.561852439207101","0.710691823899371","","0","10000","1","0.5393379131952921","0.5393379131952921","","","","","0","0","e9be3e87-fbc0-401d-93f8-da15d919b869","0","5","cat"
"feasible-morning-2903","2023-12-09T09:04:20.000Z","3","70","1","0","1","0.7236180904522613","0.7547169811320755","0.8090452261306532","0.710691823899371","finished","ondrej-brichta","260","32","IMDB-BINARY","0","0","8","100","0.001","9","1","100","0.5195191107203613","0.534510845487768","0.5244448499859504","","0.001","0.4858484561718888","0.7437185929648241","0.5540239214897156","0.4186788481604717","0.4849875764276996","0.6981132075471698","","0","10000","1","0.48344511281019487","0.48344511281019487","","","","","0","0","c7186697-3d13-4487-9e6b-8b56adfe0b77","4","5","cat"
"rich-energy-2902","2023-12-09T08:59:46.000Z","3","70","1","0","1","0.7135678391959799","0.7861635220125787","0.7537688442211056","0.7421383647798742","finished","ondrej-brichta","271","32","IMDB-BINARY","0","0","8","100","0.001","9","1","100","0.507886885997638","0.4578351342005416","0.5273869191325685","","0.001","0.5113538551570183","0.6934673366834171","0.4282432198524475","0.4618098920789258","0.517968975710419","0.7672955974842768","","0","10000","1","0.5207205716543978","0.5207205716543978","","","","","0","0","c7186697-3d13-4487-9e6b-8b56adfe0b77","3","5","cat"
"good-wind-2901","2023-12-09T08:55:20.000Z","3","70","1","0","1","0.7135678391959799","0.7547169811320755","0.7537688442211056","0.7044025157232704","finished","ondrej-brichta","263","32","IMDB-BINARY","0","0","8","100","0.001","9","1","100","0.5558257090985476","0.44709187419063245","0.4853629248697053","","0.001","0.6113104373965431","0.6984924623115578","0.3580012917518616","0.398833328466804","0.5241638155853223","0.6855345911949685","","0","10000","1","0.5075072215038275","0.5075072215038275","","","","","0","0","c7186697-3d13-4487-9e6b-8b56adfe0b77","2","5","cat"
"eager-snowflake-2900","2023-12-09T08:51:03.000Z","3","70","1","0","1","0.7587939698492462","0.7610062893081762","0.7587939698492462","0.7610062893081762","finished","ondrej-brichta","254","32","IMDB-BINARY","0","0","8","100","0.001","9","1","100","0.5004682765534175","0.5176473943791046","0.5115021157939479","","0.001","0.5085344127374678","0.7437185929648241","0.49420443177223206","0.4518522441760873","0.47236437973736217","0.7169811320754716","","0","10000","1","0.5115021157939479","0.5115021157939479","","","","","0","0","c7186697-3d13-4487-9e6b-8b56adfe0b77","1","5","cat"
"stoic-resonance-2899","2023-12-09T08:46:44.000Z","3","70","1","0","1","0.7688442211055276","0.7735849056603774","0.8040201005025126","0.6981132075471698","finished","ondrej-brichta","256","32","IMDB-BINARY","0","0","8","100","0.001","9","1","100","0.45151005662865373","0.4804375403353413","0.5210305707259748","","0.001","0.4384028995456408","0.7587939698492462","0.42325907945632935","0.453117634248584","0.5313579350147607","0.7358490566037735","","0","10000","1","0.5128314101471091","0.5128314101471091","","","","","0","0","c7186697-3d13-4487-9e6b-8b56adfe0b77","0","5","cat"
"glorious-leaf-2898","2023-12-09T08:40:48.000Z","3","70","1","0","1","0.7738693467336684","0.7610062893081762","0.7839195979899497","0.7358490566037735","finished","ondrej-brichta","353","8","IMDB-BINARY","0","0","8","100","0.001","9","1","100","0.5073599000672","0.5057976954035625","0.4935767384445142","","0.001","0.5115534546387256","0.7236180904522613","0.43401989340782166","0.5138338945315549","0.49856351456552184","0.7547169811320755","","0","10000","1","0.4971856801015026","0.4971856801015026","","","","","0","0","0a11eeb9-c873-4eca-ab5c-c3fdf6bedf27","4","5","cat"
"grateful-grass-2897","2023-12-09T08:34:40.000Z","3","70","1","0","1","0.7386934673366834","0.7987421383647799","0.7587939698492462","0.7735849056603774","finished","ondrej-brichta","365","8","IMDB-BINARY","0","0","8","100","0.001","9","1","100","0.5164098245414657","0.5193914477728003","0.5162309278857034","","0.001","0.5389524836037027","0.6834170854271356","0.5739681720733643","0.4979843316033342","0.5381060754353145","0.7735849056603774","","0","10000","1","0.5318995588605508","0.5318995588605508","","","","","0","0","0a11eeb9-c873-4eca-ab5c-c3fdf6bedf27","3","5","cat"
"jumping-mountain-2896","2023-12-09T08:28:41.000Z","3","70","1","0","1","0.7135678391959799","0.7421383647798742","0.7487437185929648","0.6981132075471698","finished","ondrej-brichta","356","8","IMDB-BINARY","0","0","8","100","0.001","9","1","100","0.5568754972524979","0.5196001058835594","0.5256605223289825","","0.001","0.55049123805971","0.7185929648241206","0.3272922933101654","0.4795129103907224","0.5156953233592915","0.7232704402515723","","0","10000","1","0.5350315720780091","0.5350315720780091","","","","","0","0","0a11eeb9-c873-4eca-ab5c-c3fdf6bedf27","2","5","cat"
"eternal-haze-2895","2023-12-09T08:22:50.000Z","3","70","1","0","1","0.7437185929648241","0.7861635220125787","0.7638190954773869","0.7610062893081762","finished","ondrej-brichta","348","8","IMDB-BINARY","0","0","8","100","0.001","9","1","100","0.5189027032960001","0.4915985894801101","0.4663876115151171","","0.001","0.5046135272512484","0.7185929648241206","0.38967999815940857","0.5120949772271243","0.49001767687827535","0.7484276729559748","","0","10000","1","0.4943521888750904","0.4943521888750904","","","","","0","0","0a11eeb9-c873-4eca-ab5c-c3fdf6bedf27","1","5","cat"
"lucky-terrain-2894","2023-12-09T08:17:00.000Z","3","70","1","0","1","0.7286432160804021","0.7358490566037735","0.7738693467336684","0.7044025157232704","finished","ondrej-brichta","347","8","IMDB-BINARY","0","0","8","100","0.001","9","1","100","0.5010104601706692","0.5617149317152448","0.5332121704734346","","0.001","0.4748927750180115","0.7587939698492462","0.3951939940452576","0.5337759026539363","0.5310782748948103","0.710691823899371","","0","10000","1","0.5259414772567509","0.5259414772567509","","","","","0","0","0a11eeb9-c873-4eca-ab5c-c3fdf6bedf27","0","5","cat"
"laced-vortex-2893","2023-12-09T08:13:07.000Z","3","70","1","0","1","0.7437185929648241","0.7735849056603774","0.7638190954773869","0.7232704402515723","finished","ondrej-brichta","230","16","IMDB-BINARY","0","0","8","100","0.001","6","1","100","0.5101278885525076","0.5237128919568556","0.4970099592358811","","0.001","0.5039756437342371","0.7386934673366834","0.4468933045864105","0.416680363745525","0.46303217328569424","0.7735849056603774","","0","10000","1","0.5001932952389028","0.5001932952389028","","","","","0","0","284f2955-223d-4f1f-81fa-dea9384fbbbd","4","5","cat"
"wise-snow-2892","2023-12-09T08:09:09.000Z","3","70","1","0","1","0.678391959798995","0.7735849056603774","0.7587939698492462","0.7358490566037735","finished","ondrej-brichta","235","16","IMDB-BINARY","0","0","8","100","0.001","6","1","100","0.5794033144586649","0.5677935272735488","0.547126718287198","","0.001","0.4964809780144811","0.7185929648241206","0.3025658130645752","0.4122429977763783","0.5336606811802342","0.7672955974842768","","0","10000","1","0.5174453132932291","0.5174453132932291","","","","","0","0","284f2955-223d-4f1f-81fa-dea9384fbbbd","3","5","cat"
"classic-blaze-2891","2023-12-09T08:05:16.000Z","3","70","1","0","1","0.7085427135678392","0.7421383647798742","0.7487437185929648","0.6855345911949685","finished","ondrej-brichta","230","16","IMDB-BINARY","0","0","8","100","0.001","6","1","100","0.6337295342330358","0.43291965724906206","0.5041976199959809","","0.001","0.6333815140939837","0.7135678391959799","0.2946784198284149","0.4019401948840641","0.5039840715486299","0.6792452830188679","","0","10000","1","0.5408605498337896","0.5408605498337896","","","","","0","0","284f2955-223d-4f1f-81fa-dea9384fbbbd","2","5","cat"
"wise-glade-2890","2023-12-09T08:01:26.000Z","3","70","1","0","1","0.7135678391959799","0.7924528301886793","0.7587939698492462","0.710691823899371","finished","ondrej-brichta","227","16","IMDB-BINARY","0","0","8","100","0.001","6","1","100","0.542864311280562","0.5257390700163886","0.49180834773201615","","0.001","0.5651995087388771","0.7286432160804021","0.3732829689979553","0.4558575689605784","0.5233280864901513","0.7295597484276729","","0","10000","1","0.5158388311008237","0.5158388311008237","","","","","0","0","284f2955-223d-4f1f-81fa-dea9384fbbbd","1","5","cat"
"ethereal-meadow-2889","2023-12-09T07:56:22.000Z","3","70","1","0","1","0.7738693467336684","0.7484276729559748","0.7939698492462312","0.6981132075471698","finished","ondrej-brichta","301","32","IMDB-BINARY","0","0.5","32","100","0.0001","10","1","100","0.4339020598174339","0.4544387405568903","0.537060372859427","","0.001","0.4323898947718155","0.7587939698492462","0.416979044675827","0.4680159518898094","0.5326795263110466","0.7295597484276729","","0","10000","1","0.5291146366101391","0.5291146366101391","","","","","0","0","d5bac782-accd-4c2b-84a5-808867c8bc0e","0","5","cat"
"decent-universe-2888","2023-12-09T07:53:33.000Z","3","70","1","0","1","0.7487437185929648","0.7547169811320755","0.7738693467336684","0.7421383647798742","finished","ondrej-brichta","166","20","IMDB-BINARY","0","0.5","8","100","0.001","4","1","100","0.4795907574083338","0.4959021406861308","0.49616618913674504","","0.001","0.5046435083875704","0.7286432160804021","0.4491548538208008","0.4434032326208013","0.4901936084219495","0.7484276729559748","","0","10000","1","0.5043486326745471","0.5043486326745471","","","","","0","0","e32e19d2-8ba7-4205-9774-7cbee090e8b2","4","5","cat"
"firm-glitter-2887","2023-12-09T07:50:40.000Z","3","70","1","0","1","0.7437185929648241","0.7861635220125787","0.7537688442211056","0.7421383647798742","finished","ondrej-brichta","170","20","IMDB-BINARY","0","0.5","8","100","0.001","4","1","100","0.4922287958351212","0.4396906167175329","0.5249672961310021","","0.001","0.48453346179358325","0.7487437185929648","0.4433235824108124","0.4588161515404812","0.5296334671149464","0.7735849056603774","","0","10000","1","0.5225988825162252","0.5225988825162252","","","","","0","0","e32e19d2-8ba7-4205-9774-7cbee090e8b2","3","5","cat"
"worldly-wind-2886","2023-12-09T07:47:48.000Z","3","70","1","0","1","0.7336683417085427","0.7484276729559748","0.7587939698492462","0.6981132075471698","finished","ondrej-brichta","169","20","IMDB-BINARY","0","0.5","8","100","0.001","4","1","100","0.5505869412541988","0.4493828115044716","0.5020452434161924","","0.001","0.5284332036972046","0.7386934673366834","0.6554096341133118","0.4219461199258189","0.5061024551121693","0.7232704402515723","","0","10000","1","0.4952733700380385","0.4952733700380385","","","","","0","0","e32e19d2-8ba7-4205-9774-7cbee090e8b2","2","5","cat"
"silver-firefly-2885","2023-12-09T07:44:58.000Z","3","70","1","0","1","0.7336683417085427","0.779874213836478","0.7587939698492462","0.7547169811320755","finished","ondrej-brichta","167","20","IMDB-BINARY","0","0.5","8","100","0.001","4","1","100","0.5275648730484086","0.515575912211756","0.5032290130291345","","0.001","0.606609814430601","0.7236180904522613","0.3810514509677887","0.42710489567170695","0.4876097562552998","0.7232704402515723","","0","10000","1","0.4957405999771454","0.4957405999771454","","","","","0","0","e32e19d2-8ba7-4205-9774-7cbee090e8b2","1","5","cat"
"olive-capybara-2884","2023-12-09T07:40:53.000Z","3","70","1","0","1","0.7487437185929648","0.7358490566037735","0.8040201005025126","0.710691823899371","finished","ondrej-brichta","242","32","IMDB-BINARY","0","0","32","100","0.001","10","1","100","0.4889844104872277","0.529800705214653","0.5548627384053836","","0.001","0.46463514557435887","0.7537688442211056","0.446705549955368","0.4576935643873245","0.5560504355520572","0.710691823899371","","0","10000","1","0.5615544008009089","0.5615544008009089","","","","","0","0","befd6c75-2253-41a4-9dd0-b6d28a865dfe","0","5","cat"
