"Name","best_test_acc","best_val_acc","architecture","State","Notes","User","Tags","Created","Runtime","Sweep","cross_split_i","cross_valid_id","dataset","best_val_loss","epoch","test_acc (Max)","val_acc (Max)","val_loss (Min)"
"tough-sea-129","0.7878787878787878","0.7078651685393258","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T13:36:15.000Z","49","","2","061a1d77-a145-460b-be37-16d7f048dd29","IMDB-BINARY","0.5182634953702434","100","0.7878787878787878","0.7303370786516854","0.5182634953702434"
"swift-firebrand-154","0.7878787878787878","0.6966292134831461","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T13:58:10.000Z","51","","7","94f8b822-1f61-40d5-95c7-8f8502bcfbe2","IMDB-BINARY","0.5374314704637849","100","0.8080808080808081","0.7528089887640449","0.5374314704637849"
"eager-water-440","0.7878787878787878","0.6853932584269663","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T03:22:26.000Z","526","","6","5c0063d4-cfbe-4807-a6ce-be887b9146bf","IMDB-BINARY","0.5119408007418171","100","0.797979797979798","0.7528089887640449","0.5119408007418171"
"giddy-eon-394","0.7878787878787878","0.7640449438202247","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T20:38:37.000Z","520","","0","4dd0f0ad-4b01-4999-ba1f-4029628ff718","IMDB-BINARY","0.4732469976618049","100","0.7878787878787878","0.797752808988764","0.4732469976618049"
"logical-tree-362","0.7777777777777778","0.8202247191011236","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T15:46:31.000Z","528","","8","feaae5cd-8567-4ede-839e-9c0c537ce490","IMDB-BINARY","0.42556911372066886","100","0.7878787878787878","0.8202247191011236","0.42556911372066886"
"dulcet-monkey-274","0.7777777777777778","0.7528089887640449","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T02:50:47.000Z","521","","0","16f8f93b-ff3c-4e04-9202-350c137f2a8a","IMDB-BINARY","0.5281018085694045","100","0.7777777777777778","0.7640449438202247","0.5281018085694045"
"magic-wave-395","0.7777777777777778","0.651685393258427","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T20:47:20.000Z","528","","1","4dd0f0ad-4b01-4999-ba1f-4029628ff718","IMDB-BINARY","0.5913603520125486","100","0.7777777777777778","0.7078651685393258","0.5913603520125486"
"apricot-sea-363","0.7777777777777778","0.7528089887640449","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T15:55:22.000Z","524","","9","feaae5cd-8567-4ede-839e-9c0c537ce490","IMDB-BINARY","0.4894832600368543","100","0.7878787878787878","0.7752808988764045","0.4894832600368543"
"giddy-armadillo-237","0.7777777777777778","0.6966292134831461","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T21:28:26.000Z","519","","3","bb91fdce-3132-4e42-860e-3a24820af90d","IMDB-BINARY","0.5539691957195153","100","0.7777777777777778","0.7078651685393258","0.5539691957195153"
"sleek-tree-255","0.7777777777777778","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T00:05:12.000Z","523","","1","fcfc9e45-f10b-4152-ab32-d259d48f502d","IMDB-BINARY","0.5419976095135293","100","0.7777777777777778","0.7415730337078652","0.5419976095135293"
"astral-valley-487","0.7777777777777778","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T10:16:24.000Z","516","","3","502c8feb-47ab-49a3-bf57-e28cf4be6598","IMDB-BINARY","0.47071509950616386","100","0.7777777777777778","0.7752808988764045","0.47071509950616386"
"hearty-wildflower-327","0.7777777777777778","0.7191011235955056","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T10:33:17.000Z","518","","3","e787c21b-b6f0-4b0e-9a27-7b1536de78d5","IMDB-BINARY","0.49990597735629994","100","0.797979797979798","0.7528089887640449","0.49990597735629994"
"graceful-eon-186","0.7777777777777778","0.6741573033707865","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T14:36:21.000Z","75","","8","e1a47fe5-0333-4160-bf03-66b11d43d8ba","IMDB-BINARY","0.5337868808360582","100","0.7777777777777778","0.7191011235955056","0.5337868808360582"
"vague-frost-277","0.7777777777777778","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T03:16:52.000Z","514","","3","16f8f93b-ff3c-4e04-9202-350c137f2a8a","IMDB-BINARY","0.4155222378420026","100","0.797979797979798","0.7752808988764045","0.4155222378420026"
"upbeat-butterfly-207","0.7777777777777778","0.6966292134831461","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T15:01:24.000Z","68","","8","6420e7b4-0ae8-432f-9e74-d0a06faf2c77","IMDB-BINARY","0.5324311524294736","100","0.7777777777777778","0.7415730337078652","0.5324311524294736"
"ancient-lion-462","0.7777777777777778","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T06:35:53.000Z","527","","8","2601569f-32c3-4977-acc0-3a44e4d08157","IMDB-BINARY","0.4717448427436058","100","0.8181818181818182","0.7865168539325843","0.4717448427436058"
"stellar-shadow-403","0.7777777777777778","0.7191011235955056","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T21:58:11.000Z","512","","9","4dd0f0ad-4b01-4999-ba1f-4029628ff718","IMDB-BINARY","0.5555733134237568","100","0.7777777777777778","0.7191011235955056","0.5555733134237568"
"swept-brook-392","0.7777777777777778","0.7640449438202247","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T20:21:14.000Z","513","","8","c00fe72d-5846-4c8f-a882-400a68ea6f20","IMDB-BINARY","0.4891747517532178","100","0.797979797979798","0.7640449438202247","0.4891747517532178"
"devoted-glade-301","0.7777777777777778","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T06:46:00.000Z","518","","7","4b287440-103c-4e7e-a30c-fb516a02a759","IMDB-BINARY","0.5229100377372141","100","0.7777777777777778","0.7528089887640449","0.5229100377372141"
"super-thunder-52","0.7777777777777778","0.6179775280898876","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T12:28:58.000Z","50","","6","e5992c4c-41a2-4425-b746-d032c3c6582b","IMDB-BINARY","0.5693562004003632","100","0.7777777777777778","0.6853932584269663","0.5693562004003632"
"distinctive-music-180","0.7777777777777778","0.7191011235955056","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T14:28:19.000Z","107","","2","e1a47fe5-0333-4160-bf03-66b11d43d8ba","IMDB-BINARY","0.4837006772502085","100","0.7777777777777778","0.7752808988764045","0.4837006772502085"
"crisp-glade-431","0.7777777777777778","0.7528089887640449","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T02:03:31.000Z","518","","7","318cb8df-f06a-435a-b4f9-3c3ce7eeef02","IMDB-BINARY","0.46415298708369224","100","0.7777777777777778","0.7752808988764045","0.46415298708369224"
"expert-violet-209","0.7777777777777778","0.7865168539325843","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T15:03:45.000Z","72","","0","4f76868d-7a76-40b6-91ab-421cc60aa72d","IMDB-BINARY","0.3759252569648657","100","0.8383838383838383","0.8202247191011236","0.3759252569648657"
"atomic-thunder-195","0.7777777777777778","0.7415730337078652","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T14:46:51.000Z","71","","6","c8c12c30-53b8-43c4-9355-f9b270563d10","IMDB-BINARY","0.47198251659950513","100","0.7878787878787878","0.7752808988764045","0.47198251659950513"
"magic-planet-92","0.7676767676767676","0.7191011235955056","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T13:04:29.000Z","49","","6","3f7a06b7-0687-4864-a53a-ec14a2bfff07","IMDB-BINARY","0.5320960269885117","100","0.7777777777777778","0.7415730337078652","0.5320960269885117"
"glamorous-snowball-112","0.7676767676767676","0.7415730337078652","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T13:22:01.000Z","49","","6","0916b662-1941-46a5-9cdf-65a0b0d903da","IMDB-BINARY","0.49043551455722767","100","0.7676767676767676","0.7752808988764045","0.49043551455722767"
"wild-river-311","0.7676767676767676","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T08:12:54.000Z","516","","7","9744593a-7a24-4cde-832b-9a72a39106d6","IMDB-BINARY","0.5023342036129383","100","0.7878787878787878","0.7415730337078652","0.5023342036129383"
"graceful-bee-193","0.7676767676767676","0.7415730337078652","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T14:44:24.000Z","70","","4","c8c12c30-53b8-43c4-9355-f9b270563d10","IMDB-BINARY","0.48012445214089383","100","0.7676767676767676","0.7528089887640449","0.48012445214089383"
"crimson-gorge-366","0.7676767676767676","0.6404494382022472","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T16:21:39.000Z","526","","2","44ea7486-5bdd-4b92-83fa-48bc2a0a5445","IMDB-BINARY","0.6071866656957048","100","0.7878787878787878","0.6629213483146067","0.6071866656957048"
"summer-frost-421","0.7676767676767676","0.6853932584269663","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T00:35:53.000Z","529","","7","f756d2ca-73b1-4d3c-a31d-8be9a5a282a6","IMDB-BINARY","0.5148451087180148","100","0.7676767676767676","0.7078651685393258","0.5148451087180148"
"stellar-wave-210","0.7676767676767676","0.7078651685393258","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T15:05:00.000Z","67","","1","4f76868d-7a76-40b6-91ab-421cc60aa72d","IMDB-BINARY","0.5254423698682463","100","0.7777777777777778","0.7528089887640449","0.5254423698682463"
"apricot-universe-379","0.7676767676767676","0.7865168539325843","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T18:26:58.000Z","535","","5","be40479b-6410-44d8-8670-b853dd094241","IMDB-BINARY","0.4093573883678136","100","0.797979797979798","0.8089887640449438","0.4093573883678136"
"deep-puddle-203","0.7676767676767676","0.6741573033707865","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T14:56:41.000Z","68","","4","6420e7b4-0ae8-432f-9e74-d0a06faf2c77","IMDB-BINARY","0.5653255655524436","100","0.7777777777777778","0.6966292134831461","0.5653255655524436"
"wise-sound-141","0.7676767676767676","0.7528089887640449","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T13:46:49.000Z","49","","4","d59f8277-c18e-4d43-a831-736a408b6413","IMDB-BINARY","0.5013581286655383","100","0.7676767676767676","0.7752808988764045","0.5013581286655383"
"jumping-sunset-57","0.7676767676767676","0.7865168539325843","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T12:33:19.000Z","50","","1","8efcd1ae-c7d4-424b-b73b-2a693861a9c4","IMDB-BINARY","0.4073044423306926","100","0.797979797979798","0.8202247191011236","0.4073044423306926"
"neat-capybara-467","0.7676767676767676","0.7865168539325843","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T07:19:48.000Z","520","","3","ecca7e9b-7831-4d52-8276-3e643dfe441b","IMDB-BINARY","0.4668632357308034","100","0.7676767676767676","0.797752808988764","0.4668632357308034"
"daily-totem-422","0.7676767676767676","0.7078651685393258","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T00:44:45.000Z","523","","8","f756d2ca-73b1-4d3c-a31d-8be9a5a282a6","IMDB-BINARY","0.4916017484129145","100","0.7676767676767676","0.7640449438202247","0.4916017484129145"
"peach-lake-331","0.7676767676767676","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T11:08:59.000Z","586","","7","e787c21b-b6f0-4b0e-9a27-7b1536de78d5","IMDB-BINARY","0.45655787928720537","100","0.7878787878787878","0.7528089887640449","0.45655787928720537"
"avid-pond-179","0.7676767676767676","0.7303370786516854","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T14:26:58.000Z","78","","1","e1a47fe5-0333-4160-bf03-66b11d43d8ba","IMDB-BINARY","0.5173461678322782","100","0.7676767676767676","0.797752808988764","0.5173461678322782"
"soft-cosmos-348","0.7676767676767676","0.6853932584269663","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T13:43:36.000Z","525","","4","2d9514eb-4686-4268-876c-4cd4d566a9ee","IMDB-BINARY","0.5210349425840913","100","0.8080808080808081","0.7191011235955056","0.5210349425840913"
"zany-blaze-312","0.7676767676767676","0.7640449438202247","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T08:21:33.000Z","516","","8","9744593a-7a24-4cde-832b-9a72a39106d6","IMDB-BINARY","0.49029640669233343","100","0.7777777777777778","0.8089887640449438","0.49029640669233343"
"dainty-vortex-479","0.7676767676767676","0.6853932584269663","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T09:05:07.000Z","541","","5","2dc6e8ce-52d7-4b95-bb28-265e9db462af","IMDB-BINARY","0.5826261498954859","100","0.7676767676767676","0.7078651685393258","0.5826261498954859"
"summer-water-226","0.7676767676767676","0","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T17:59:28.000Z","532","","3","6f7f82cb-d02d-44d2-b6ee-74c35df6f92c","IMDB-BINARY","0.4687376611688164","100","0.7676767676767676","0","0.4687376611688164"
"balmy-bush-352","0.7676767676767676","0.6853932584269663","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T14:18:50.000Z","524","","8","2d9514eb-4686-4268-876c-4cd4d566a9ee","IMDB-BINARY","0.5065942078493955","100","0.7676767676767676","0.7303370786516854","0.5065942078493955"
"likely-sun-447","0.7676767676767676","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T04:24:06.000Z","526","","3","4d043337-8fa0-49d8-bc39-39ac8f8b709a","IMDB-BINARY","0.6020499454455429","100","0.7676767676767676","0.7078651685393258","0.6020499454455429"
"winter-pond-400","0.7676767676767676","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T21:31:40.000Z","528","","6","4dd0f0ad-4b01-4999-ba1f-4029628ff718","IMDB-BINARY","0.5406526608413524","100","0.7676767676767676","0.7303370786516854","0.5406526608413524"
"fragrant-serenity-117","0.7575757575757576","0.6966292134831461","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T13:26:27.000Z","51","","1","48088b7f-6bc1-4cca-92a3-ca8ca788d68c","IMDB-BINARY","0.509665328465151","100","0.7676767676767676","0.7528089887640449","0.509665328465151"
"resilient-forest-334","0.7575757575757576","0.8089887640449438","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T11:38:38.000Z","599","","0","154dbaf9-10ee-4bc9-9fdd-525e1b2c9494","IMDB-BINARY","0.427488734213154","100","0.7575757575757576","0.8089887640449438","0.427488734213154"
"scarlet-snowball-282","0.7575757575757576","0.7191011235955056","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T04:00:23.000Z","518","","8","16f8f93b-ff3c-4e04-9202-350c137f2a8a","IMDB-BINARY","0.5437273068374462","100","0.7575757575757576","0.7191011235955056","0.5437273068374462"
"misunderstood-shape-170","0.7575757575757576","0.7415730337078652","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T14:15:06.000Z","72","","2","0fcdb735-1fae-4617-8234-e4a228fdbf5a","IMDB-BINARY","0.5635707190867221","100","0.7676767676767676","0.7528089887640449","0.5635707190867221"
"resilient-snowflake-128","0.7575757575757576","0.797752808988764","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T13:35:23.000Z","49","","1","061a1d77-a145-460b-be37-16d7f048dd29","IMDB-BINARY","0.42486666561512465","100","0.7676767676767676","0.8314606741573034","0.42486666561512465"
"sweet-universe-270","0.7575757575757576","0.797752808988764","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T02:16:08.000Z","510","","6","08a65f5a-540d-4587-a6f7-0b02c1b48803","IMDB-BINARY","0.4089076036817572","100","0.7575757575757576","0.8202247191011236","0.4089076036817572"
"magic-butterfly-477","0.7575757575757576","0.6292134831460674","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T08:47:33.000Z","526","","3","2dc6e8ce-52d7-4b95-bb28-265e9db462af","IMDB-BINARY","0.5983320568384749","100","0.797979797979798","0.7191011235955056","0.5983320568384749"
"pleasant-butterfly-372","0.7575757575757576","0.7303370786516854","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T17:17:23.000Z","620","","8","44ea7486-5bdd-4b92-83fa-48bc2a0a5445","IMDB-BINARY","0.4751404242569141","100","0.7676767676767676","0.7752808988764045","0.4751404242569141"
"rural-bird-55","0.7575757575757576","0.7078651685393258","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T12:31:35.000Z","50","","9","e5992c4c-41a2-4425-b746-d032c3c6582b","IMDB-BINARY","0.5689524532703871","100","0.7575757575757576","0.7078651685393258","0.5689524532703871"
"misty-wave-399","0.7575757575757576","0.8089887640449438","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T21:22:42.000Z","535","","5","4dd0f0ad-4b01-4999-ba1f-4029628ff718","IMDB-BINARY","0.380422104610486","100","0.7777777777777778","0.8089887640449438","0.380422104610486"
"solar-eon-391","0.7575757575757576","0.7078651685393258","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T20:12:26.000Z","526","","7","c00fe72d-5846-4c8f-a882-400a68ea6f20","IMDB-BINARY","0.5202157202731358","100","0.7575757575757576","0.7415730337078652","0.5202157202731358"
"proud-puddle-248","0.7575757575757576","0.7191011235955056","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T23:04:22.000Z","524","","4","fbe1f4c4-0e7e-41d6-910a-864b20afc02c","IMDB-BINARY","0.5146499430195669","100","0.7575757575757576","0.7415730337078652","0.5146499430195669"
"giddy-river-456","0.7575757575757576","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T05:43:14.000Z","522","","2","2601569f-32c3-4977-acc0-3a44e4d08157","IMDB-BINARY","0.5506084099244536","100","0.7575757575757576","0.7078651685393258","0.5506084099244536"
"likely-spaceship-408","0.7575757575757576","0.7415730337078652","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T22:41:42.000Z","525","","4","5efcb62a-928f-4708-bd3d-da620b059124","IMDB-BINARY","0.5627045631408691","100","0.7575757575757576","0.7415730337078652","0.5627045631408691"
"electric-grass-174","0.7575757575757576","0.8314606741573034","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T14:20:01.000Z","73","","6","0fcdb735-1fae-4617-8234-e4a228fdbf5a","IMDB-BINARY","0.4040336716041136","100","0.7575757575757576","0.8314606741573034","0.4040336716041136"
"earthy-meadow-338","0.7575757575757576","0.7640449438202247","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-06T12:16:26.000Z","518","","4","154dbaf9-10ee-4bc9-9fdd-525e1b2c9494","IMDB-BINARY","0.5191515536790483","100","0.7676767676767676","0.7865168539325843","0.5191515536790483"
"drawn-smoke-436","0.7575757575757576","0.7078651685393258","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T02:47:08.000Z","526","","2","5c0063d4-cfbe-4807-a6ce-be887b9146bf","IMDB-BINARY","0.5801939267790719","100","0.7575757575757576","0.7078651685393258","0.5801939267790719"
"dauntless-violet-127","0.7575757575757576","0.7865168539325843","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T13:34:31.000Z","49","","0","061a1d77-a145-460b-be37-16d7f048dd29","IMDB-BINARY","0.4560949346992407","100","0.7878787878787878","0.8314606741573034","0.4560949346992407"
"lyric-snowball-216","0.7575757575757576","0.5955056179775281","1-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T15:12:07.000Z","67","","7","4f76868d-7a76-40b6-91ab-421cc60aa72d","IMDB-BINARY","0.5782819276445368","100","0.7575757575757576","0.6741573033707865","0.5782819276445368"
"cerulean-sponge-424","0.7575757575757576","0.6179775280898876","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-07T01:02:08.000Z","529","","0","318cb8df-f06a-435a-b4f9-3c3ce7eeef02","IMDB-BINARY","0.5584057582898087","100","0.7575757575757576","0.7303370786516854","0.5584057582898087"
"good-field-234","0.7575757575757576","0.6741573033707865","1-2-3-imdb_wandb.py","finished","-","ondrej-brichta","","2023-12-05T21:01:42.000Z","550","","0","bb91fdce-3132-4e42-860e-3a24820af90d","IMDB-BINARY","0.5787536428215798","100","0.7575757575757576","0.7191011235955056","0.5787536428215798"
